sale_id,listing_id,customer_id,agent_id,sale_date,sold_price,commission_rate,commission_value,payment_status
S082075,LST-82075,C015803,A0330,8/6/2024,11359201,0.028,318058,Paid
S082078,LST-82078,C008575,A3372,8/22/2024,16397196,0.023,377136,Paid
S082082,LST-82082,C041467,A1752,8/14/2024,5893417,0.03,176803,Paid
S082083,LST-82083,C034250,A2994,9/3/2024,8518936,0.03,255568,Paid
S082084,LST-82084,C034615,A1050,9/19/2024,16771116,0.03,503133,Paid
S082085,LST-82085,C035732,A1122,3/6/2024,10706065,0.03,321182,Paid
S082088,LST-82088,C034925,A1320,3/24/2024,11781857,0.03,353456,Paid
S082093,LST-82093,C002526,A2706,9/26/2024,4486750,0.028,125629,Paid
S082094,LST-82094,C026088,A2508,5/2/2024,7760989,0.028,217308,Paid
S082098,LST-82098,C025147,A0456,4/7/2024,12162163,0.023,279730,Paid
S082099,LST-82099,C013510,A2904,9/29/2024,8916002,0.028,249648,Paid
S082103,LST-82103,C025442,A3102,3/24/2024,160797953,0.022,3537555,Paid
S082106,LST-82106,C006015,A3480,3/31/2024,4279843,0.028,119836,Paid
S082108,LST-82108,C019241,A1212,10/3/2024,4254115,0.035,148894,Paid
S082110,LST-82110,C031811,A2868,8/27/2024,17589822,0.028,492515,Paid
S082112,LST-82112,C039740,A2130,2/23/2024,2690309,0.028,75329,Paid
S082115,LST-82115,C031804,A3336,8/26/2024,3036778,0.035,106287,Paid
S082116,LST-82116,C019741,A2742,2/29/2024,4897660,0.028,137134,Paid
S082117,LST-82117,C039686,A3588,4/16/2024,579026,0.03,17371,Paid
S082118,LST-82118,C004377,A0528,10/6/2024,30418354,0.022,669204,Paid
S082119,LST-82119,C003953,A0870,9/8/2024,15408623,0.028,431441,Paid
S082121,LST-82121,C017854,A2634,10/19/2024,28654025,0.022,630389,Paid
S082122,LST-82122,C028564,A1446,3/6/2024,14805114,0.022,325713,Paid
S082123,LST-82123,C031818,A2634,10/12/2024,15423776,0.022,339323,Paid
S082126,LST-82126,C025058,A0168,3/30/2024,31378090,0.027,847208,Paid
S082127,LST-82127,C031215,A3228,3/25/2024,515290,0.028,14428,Paid
S082128,LST-82128,C011535,A0384,3/7/2024,8189889,0.028,229317,Paid
S082129,LST-82129,C014691,A0996,9/7/2024,8391925,0.028,234974,Paid
S082131,LST-82131,C034044,A3138,8/28/2024,9452774,0.03,283583,Paid
S082132,LST-82132,C036071,A3192,10/8/2024,10322340,0.03,309670,Paid
S082133,LST-82133,C013787,A2400,9/10/2024,6143580,0.028,172020,Paid
S082134,LST-82134,C040394,A2220,4/20/2024,7365569,0.03,220967,Paid
S082141,LST-82141,C036234,A0618,10/3/2024,18557848,0.025,463946,Paid
S082142,LST-82142,C030260,A2202,9/4/2024,18436275,0.025,460907,Paid
S082146,LST-82146,C035725,A2004,3/31/2024,5059115,0.03,151773,Paid
S082149,LST-82149,C033762,A3408,8/19/2024,9672998,0.03,290190,Paid
S082150,LST-82150,C048810,A0186,9/30/2024,14575060,0.028,408102,Paid
S082151,LST-82151,C038788,A1788,4/19/2024,16320367,0.03,489611,Paid
S082154,LST-82154,C041128,A3570,10/13/2024,17635521,0.03,529066,Paid
S082156,LST-82156,C034706,A2220,7/30/2024,15525118,0.03,465754,Paid
S082160,LST-82160,C031989,A1320,10/30/2024,20732765,0.022,456121,Paid
S082161,LST-82161,C009190,A1536,8/21/2024,10482362,0.028,293506,Paid
S082162,LST-82162,C035923,A0492,3/31/2024,90569333,0.022,1992525,Paid
S082163,LST-82163,C032657,A2112,10/3/2024,14672996,0.03,440190,Paid
S082164,LST-82164,C003226,A0258,7/31/2024,16699413,0.028,467584,Paid
S082165,LST-82165,C019305,A0924,3/12/2024,11680124,0.028,327043,Paid
S082168,LST-82168,C005983,A1302,3/17/2024,7595698,0.028,212680,Paid
S082169,LST-82169,C034472,A0168,10/10/2024,15812113,0.03,474363,Paid
S082170,LST-82170,C022024,A2346,8/21/2024,15411984,0.028,431536,Paid
S082171,LST-82171,C047066,A2688,9/5/2024,16718484,0.028,468118,Paid
S082172,LST-82172,C033534,A0240,9/8/2024,10472134,0.03,314164,Paid
S082173,LST-82173,C032793,A1374,4/24/2024,10531662,0.03,315950,Paid
S082174,LST-82174,C040896,A0834,3/12/2024,10374598,0.03,311238,Paid
S082176,LST-82176,C033419,A1518,3/6/2024,9614873,0.03,288446,Paid
S082177,LST-82177,C042131,A0852,4/5/2024,13593628,0.03,407809,Paid
S082178,LST-82178,C038040,A2364,9/6/2024,23479541,0.022,516550,Paid
S082180,LST-82180,C044134,A2310,4/27/2024,8805377,0.023,202524,Paid
S082182,LST-82182,C033536,A3444,8/17/2024,49730753,0.022,1094077,Paid
S082183,LST-82183,C042180,A0060,9/2/2024,49685150,0.022,1093073,Paid
S082185,LST-82185,C009159,A0438,8/17/2024,49882301,0.022,1097411,Paid
S082186,LST-82186,C041631,A3030,3/15/2024,51665889,0.022,1136650,Paid
S082187,LST-82187,C033004,A0510,10/9/2024,8608571,0.03,258257,Paid
S082188,LST-82188,C036771,A2688,4/5/2024,8300502,0.03,249015,Paid
S082193,LST-82193,C009745,A1698,4/22/2024,8598118,0.028,240747,Paid
S082194,LST-82194,C038574,A0204,10/21/2024,19717820,0.03,591535,Paid
S082196,LST-82196,C034986,A0690,9/22/2024,15355344,0.03,460660,Paid
S082198,LST-82198,C046039,A2814,3/7/2024,22816591,0.028,638865,Paid
S082201,LST-82201,C048680,A0510,8/8/2024,82435060,0.022,1813571,Paid
S082202,LST-82202,C033633,A2202,9/29/2024,7970929,0.03,239128,Paid
S082203,LST-82203,C042695,A2868,3/7/2024,13880447,0.03,416413,Paid
S082209,LST-82209,C007180,A1482,8/12/2024,23462679,0.023,539642,Paid
S082210,LST-82210,C021204,A2472,2/18/2024,51405276,0.022,1130916,Paid
S082212,LST-82212,C033876,A1518,4/16/2024,6753976,0.03,202619,Paid
S082215,LST-82215,C043861,A2814,9/17/2024,4382567,0.03,131477,Paid
S082216,LST-82216,C031043,A1770,8/7/2024,12656388,0.022,278441,Paid
S082217,LST-82217,C022538,A3426,8/10/2024,10547908,0.028,295341,Paid
S082219,LST-82219,C038606,A2094,9/11/2024,7731783,0.03,231953,Paid
S082222,LST-82222,C037597,A2220,10/27/2024,11700816,0.03,351024,Paid
S082223,LST-82223,C034658,A2292,4/12/2024,15527749,0.03,465832,Paid
S082230,LST-82230,C005354,A3480,4/26/2024,8785326,0.023,202062,Paid
S082231,LST-82231,C004047,A1752,3/19/2024,9061470,0.028,253721,Paid
S082234,LST-82234,C039598,A1068,9/17/2024,23313671,0.03,699410,Paid
S082235,LST-82235,C033989,A1968,3/16/2024,17620693,0.03,528621,Paid
S082237,LST-82237,C005868,A3498,8/30/2024,12829371,0.028,359222,Paid
S082239,LST-82239,C040784,A0420,2/28/2024,32592865,0.022,717043,Paid
S082240,LST-82240,C041828,A2400,10/3/2024,11818298,0.03,354549,Paid
S082241,LST-82241,C035475,A2652,9/22/2024,11750564,0.03,352517,Paid
S082243,LST-82243,C024080,A0528,8/16/2024,13367495,0.028,374290,Paid
S082245,LST-82245,C032508,A0114,4/1/2024,17582760,0.028,492317,Paid
S082249,LST-82249,C035072,A1212,10/10/2024,7428858,0.03,222866,Paid
S082250,LST-82250,C033829,A1230,8/1/2024,12731561,0.025,318289,Paid
S082252,LST-82252,C034584,A1788,4/14/2024,14398505,0.03,431955,Paid
S082257,LST-82257,C009888,A1734,4/10/2024,12416656,0.028,347666,Paid
S082259,LST-82259,C006510,A2418,9/22/2024,22744921,0.028,636858,Paid
S082260,LST-82260,C031634,A1662,4/21/2024,18428524,0.027,497570,Paid
S082261,LST-82261,C024100,A3354,2/20/2024,15550099,0.027,419853,Paid
S082263,LST-82263,C048101,A3066,4/7/2024,60649275,0.022,1334284,Paid
S082267,LST-82267,C018107,A0870,3/23/2024,7583390,0.028,212335,Paid
S082270,LST-82270,C024081,A2598,2/6/2024,18365720,0.023,422412,Paid
S082271,LST-82271,C041129,A0960,9/26/2024,13442462,0.03,403274,Paid
S082273,LST-82273,C036722,A2652,2/20/2024,15974021,0.028,447273,Paid
S082274,LST-82274,C028517,A1842,10/5/2024,16386516,0.022,360503,Paid
S082275,LST-82275,C049568,A3588,8/9/2024,16807701,0.022,369769,Paid
S082276,LST-82276,C001660,A0348,8/29/2024,17679838,0.022,388956,Paid
S082277,LST-82277,C047546,A2706,8/28/2024,7620002,0.028,213360,Paid
S082278,LST-82278,C036321,A2868,10/4/2024,9143371,0.03,274301,Paid
S082282,LST-82282,C038620,A0294,2/20/2024,16610870,0.022,365439,Paid
S082284,LST-82284,C020927,A0798,2/12/2024,16816849,0.022,369971,Paid
S082286,LST-82286,C028804,A2616,10/17/2024,16699541,0.022,367390,Paid
S082287,LST-82287,C045271,A3588,4/10/2024,16856559,0.022,370844,Paid
S082290,LST-82290,C044876,A1014,2/11/2024,6761093,0.028,189311,Paid
S082291,LST-82291,C039325,A0438,10/19/2024,9006476,0.03,270194,Paid
S082294,LST-82294,C037438,A0096,9/10/2024,7021039,0.03,210631,Paid
S082295,LST-82295,C008047,A0258,8/5/2024,7839083,0.023,180299,Paid
S082298,LST-82298,C010428,A1050,3/26/2024,18511769,0.022,407259,Paid
S082299,LST-82299,C035054,A2148,3/7/2024,18445759,0.022,405807,Paid
S082301,LST-82301,C020579,A3012,1/30/2024,23560119,0.022,518323,Paid
S082302,LST-82302,C036639,A2706,10/30/2024,13390123,0.03,401704,Paid
S082303,LST-82303,C041841,A1698,11/1/2024,20557028,0.022,452255,Paid
S082304,LST-82304,C009943,A2004,8/30/2024,60431478,0.022,1329493,Paid
S082305,LST-82305,C049121,A1608,10/18/2024,15477859,0.028,433380,Paid
S082306,LST-82306,C004835,A1536,5/2/2024,14832427,0.028,415308,Paid
S082307,LST-82307,C042425,A1788,3/5/2024,52485815,0.022,1154688,Paid
S082308,LST-82308,C027138,A2436,4/17/2024,20316663,0.022,446967,Paid
S082309,LST-82309,C037720,A0654,10/15/2024,19958011,0.022,439076,Paid
S082311,LST-82311,C007920,A1284,4/20/2024,21549387,0.022,474087,Paid
S082312,LST-82312,C004345,A2382,8/21/2024,20131984,0.022,442904,Paid
S082313,LST-82313,C026486,A1050,10/6/2024,24833337,0.022,546333,Paid
S082314,LST-82314,C023584,A3390,9/13/2024,24826009,0.022,546172,Paid
S082315,LST-82315,C002784,A0546,8/24/2024,25243938,0.022,555367,Paid
S082316,LST-82316,C041593,A1122,2/3/2024,26106980,0.022,574354,Paid
S082317,LST-82317,C033798,A0960,10/31/2024,24994234,0.022,549873,Paid
S082319,LST-82319,C036178,A0510,10/12/2024,6679197,0.03,200376,Paid
S082320,LST-82320,C040106,A0132,10/7/2024,15496843,0.03,464905,Paid
S082321,LST-82321,C034282,A0474,11/4/2024,17359752,0.03,520793,Paid
S082325,LST-82325,C035036,A3300,10/9/2024,16585923,0.023,381476,Paid
S082327,LST-82327,C033175,A1428,3/7/2024,17816201,0.022,391956,Paid
S082332,LST-82332,C012159,A1752,9/1/2024,9079251,0.028,254219,Paid
S082333,LST-82333,C017870,A0456,2/21/2024,9337985,0.028,261464,Paid
S082335,LST-82335,C005459,A0564,2/7/2024,12003773,0.028,336106,Paid
S082338,LST-82338,C012191,A3426,10/12/2024,15250656,0.028,427018,Paid
S082340,LST-82340,C020405,A0078,2/27/2024,21834716,0.022,480364,Paid
S082341,LST-82341,C004177,A0762,10/11/2024,17712805,0.022,389682,Paid
S082343,LST-82343,C043544,A3030,9/12/2024,18064501,0.03,541935,Paid
S082344,LST-82344,C034084,A0060,9/23/2024,8181305,0.03,245439,Paid
S082348,LST-82348,C041984,A0654,2/28/2024,27794142,0.022,611471,Paid
S082350,LST-82350,C009437,A0492,3/9/2024,54646072,0.022,1202214,Paid
S082354,LST-82354,C028975,A1230,10/26/2024,15647840,0.028,438140,Paid
S082355,LST-82355,C019554,A0168,9/14/2024,17108968,0.028,479051,Paid
S082357,LST-82357,C042359,A2868,4/1/2024,23374908,0.022,514248,Paid
S082359,LST-82359,C019535,A3426,8/28/2024,15439134,0.028,432296,Paid
S082360,LST-82360,C041570,A1410,9/27/2024,2272450,0.035,79536,Paid
S082367,LST-82367,C006542,A2490,9/18/2024,22572447,0.022,496594,Paid
S082369,LST-82369,C026090,A3120,3/29/2024,28848942,0.022,634677,Paid
S082370,LST-82370,C017463,A1644,3/18/2024,18533138,0.022,407729,Paid
S082373,LST-82373,C021861,A0222,2/26/2024,79026106,0.022,1738574,Paid
S082374,LST-82374,C032388,A0978,8/6/2024,78890571,0.022,1735593,Paid
S082376,LST-82376,C042697,A2688,8/23/2024,94594631,0.03,2837839,Paid
S082379,LST-82379,C042950,A2904,9/16/2024,8050891,0.03,241527,Paid
S082381,LST-82381,C041576,A0816,8/25/2024,20442194,0.022,449728,Paid
S082383,LST-82383,C035589,A1230,9/23/2024,17771639,0.03,533149,Paid
S082384,LST-82384,C039820,A1266,10/11/2024,9275307,0.03,278259,Paid
S082396,LST-82396,C036040,A3318,8/31/2024,5836039,0.03,175081,Paid
S082397,LST-82397,C033725,A0600,8/9/2024,5823760,0.03,174713,Paid
S082398,LST-82398,C036896,A0114,10/8/2024,7175247,0.03,215257,Paid
S082399,LST-82399,C037911,A3534,9/26/2024,7580454,0.03,227414,Paid
S082400,LST-82400,C031048,A0582,10/9/2024,8241021,0.023,189543,Paid
S082402,LST-82402,C040809,A2886,3/29/2024,11444680,0.027,309006,Paid
S082403,LST-82403,C045239,A3030,3/14/2024,14053919,0.028,393510,Paid
S082405,LST-82405,C040914,A1536,10/5/2024,16428275,0.03,492848,Paid
S082406,LST-82406,C034416,A1968,10/15/2024,24110602,0.03,723318,Paid
S082410,LST-82410,C020581,A0132,8/19/2024,99713945,0.025,2492849,Paid
S082412,LST-82412,C021390,A1536,10/8/2024,41324799,0.027,1115770,Paid
S082413,LST-82413,C008583,A1320,3/12/2024,65043269,0.022,1430952,Paid
S082414,LST-82414,C046424,A2814,3/14/2024,14468603,0.028,405121,Paid
S082416,LST-82416,C047396,A0366,8/3/2024,20709845,0.028,579876,Paid
S082418,LST-82418,C033576,A0420,3/21/2024,12664772,0.028,354614,Paid
S082419,LST-82419,C004499,A0384,2/19/2024,10606166,0.028,296973,Paid
S082422,LST-82422,C036811,A0564,10/5/2024,19768893,0.025,494222,Paid
S082424,LST-82424,C004482,A3174,10/3/2024,2440855,0.035,85430,Paid
S082425,LST-82425,C046419,A1986,3/11/2024,13003235,0.028,364091,Paid
S082426,LST-82426,C011578,A2940,9/19/2024,3052905,0.035,106852,Paid
S082427,LST-82427,C015602,A0564,9/29/2024,2630372,0.035,92063,Paid
S082430,LST-82430,C042812,A1698,9/5/2024,19870632,0.03,596119,Paid
S082431,LST-82431,C038820,A1860,10/17/2024,20428477,0.03,612854,Paid
S082433,LST-82433,C040665,A2832,9/9/2024,22834465,0.03,685034,Paid
S082434,LST-82434,C038656,A0942,9/4/2024,21703267,0.03,651098,Paid
S082437,LST-82437,C037499,A1590,9/21/2024,22851510,0.03,685545,Paid
S082443,LST-82443,C036335,A0618,10/25/2024,19676574,0.022,432885,Paid
S082446,LST-82446,C032853,A3498,5/2/2024,22644825,0.022,498186,Paid
S082448,LST-82448,C046958,A2544,2/4/2024,27773038,0.022,611007,Paid
S082449,LST-82449,C004066,A0870,3/17/2024,25130821,0.022,552878,Paid
S082450,LST-82450,C018834,A3462,10/4/2024,2248111,0.035,78684,Paid
S082451,LST-82451,C012873,A2310,2/5/2024,27283051,0.022,600227,Paid
S082452,LST-82452,C008457,A3408,8/29/2024,22464312,0.022,494215,Paid
S082454,LST-82454,C014262,A2526,2/18/2024,4472379,0.028,125227,Paid
S082457,LST-82457,C019898,A2706,2/27/2024,51439458,0.023,1183108,Paid
S082459,LST-82459,C001581,A0906,3/11/2024,3542755,0.022,77941,Paid
S082461,LST-82461,C042006,A3570,10/7/2024,18543702,0.03,556311,Paid
S082462,LST-82462,C042284,A2112,9/30/2024,18499564,0.03,554987,Paid
S082463,LST-82463,C032593,A1302,2/10/2024,5873836,0.023,135098,Paid
S082464,LST-82464,C037042,A0690,10/14/2024,23440898,0.03,703227,Paid
S082469,LST-82469,C044753,A2850,1/25/2024,26758701,0.028,749244,Paid
S082473,LST-82473,C001945,A2508,10/1/2024,25106757,0.028,702989,Paid
S082475,LST-82475,C019639,A0600,10/10/2024,12566382,0.028,351859,Paid
S082476,LST-82476,C007763,A1824,10/4/2024,12407993,0.028,347424,Paid
S082477,LST-82477,C022455,A0780,2/8/2024,19615816,0.028,549243,Paid
S082478,LST-82478,C017964,A0258,2/20/2024,11531553,0.028,322883,Paid
S082481,LST-82481,C001622,A3120,9/7/2024,25542973,0.028,715203,Paid
S082488,LST-82488,C037701,A1608,4/11/2024,19073030,0.03,572191,Paid
S082489,LST-82489,C033284,A2796,8/18/2024,20573344,0.03,617200,Paid
S082490,LST-82490,C037723,A2436,4/11/2024,26116724,0.027,705152,Paid
S082491,LST-82491,C024738,A2958,10/2/2024,65424993,0.022,1439350,Paid
S082493,LST-82493,C029843,A2904,10/13/2024,76478904,0.022,1682536,Paid
S082495,LST-82495,C033713,A3192,10/8/2024,12499431,0.03,374983,Paid
S082496,LST-82496,C016174,A2076,9/17/2024,24993103,0.028,699807,Paid
S082497,LST-82497,C011348,A1176,10/8/2024,27316029,0.028,764849,Paid
S082498,LST-82498,C033997,A3048,9/19/2024,10384103,0.03,311523,Paid
S082499,LST-82499,C015945,A3156,7/31/2024,15161445,0.028,424520,Paid
S082500,LST-82500,C033102,A0546,9/14/2024,9220869,0.022,202859,Paid
S082501,LST-82501,C038625,A0690,9/13/2024,27087015,0.03,812610,Paid
S082504,LST-82504,C019868,A1698,8/7/2024,4249377,0.035,148728,Paid
S082505,LST-82505,C037476,A2166,3/21/2024,1050312,0.03,31509,Paid
S082507,LST-82507,C008663,A1806,9/9/2024,50484154,0.022,1110651,Paid
S082509,LST-82509,C028157,A2580,8/2/2024,15780477,0.025,394512,Paid
S082512,LST-82512,C012174,A1014,10/23/2024,14010356,0.028,392290,Paid
S082513,LST-82513,C013251,A2454,8/21/2024,11607497,0.028,325010,Paid
S082514,LST-82514,C009026,A1356,9/10/2024,5550905,0.028,155425,Paid
S082515,LST-82515,C035734,A2328,8/28/2024,9362611,0.03,280878,Paid
S082516,LST-82516,C012951,A1914,9/2/2024,25848868,0.022,568675,Paid
S082519,LST-82519,C032728,A1446,4/14/2024,584480,0.03,17534,Paid
S082522,LST-82522,C004664,A3012,9/6/2024,16708289,0.022,367582,Paid
S082525,LST-82525,C036882,A0762,10/2/2024,17050671,0.03,511520,Paid
S082527,LST-82527,C036930,A1770,9/22/2024,8224608,0.03,246738,Paid
S082530,LST-82530,C027633,A1842,4/23/2024,21616643,0.022,475566,Paid
S082533,LST-82533,C031255,A1104,4/20/2024,25734388,0.028,720563,Paid
S082535,LST-82535,C026052,A2400,9/6/2024,90505703,0.022,1991125,Paid
S082537,LST-82537,C029359,A1734,4/3/2024,30830075,0.022,678262,Paid
S082538,LST-82538,C029619,A2202,8/20/2024,35701154,0.022,785425,Paid
S082540,LST-82540,C028074,A2778,3/27/2024,40613330,0.022,893493,Paid
S082542,LST-82542,C020339,A2562,9/29/2024,29964999,0.022,659230,Paid
S082543,LST-82543,C025864,A1338,2/6/2024,28048283,0.022,617062,Paid
S082546,LST-82546,C024473,A1374,10/17/2024,35738003,0.022,786236,Paid
S082547,LST-82547,C039807,A2724,3/24/2024,35666228,0.022,784657,Paid
S082548,LST-82548,C038236,A3048,8/26/2024,36135451,0.022,794980,Paid
S082554,LST-82554,C019044,A2184,2/11/2024,17293635,0.028,484222,Paid
S082556,LST-82556,C034447,A2598,4/5/2024,13838239,0.028,387471,Paid
S082558,LST-82558,C037670,A2616,8/13/2024,6570194,0.03,197106,Paid
S082559,LST-82559,C043403,A2346,9/4/2024,15594409,0.022,343077,Paid
S082560,LST-82560,C035399,A0420,9/7/2024,16673425,0.03,500203,Paid
S082562,LST-82562,C002840,A2418,3/29/2024,17296629,0.022,380526,Paid
S082564,LST-82564,C004422,A2310,3/4/2024,20437549,0.028,572251,Paid
S082565,LST-82565,C025524,A2310,9/9/2024,11764127,0.028,329396,Paid
S082571,LST-82571,C008119,A2256,4/23/2024,19582412,0.022,430813,Paid
S082574,LST-82574,C039974,A2454,9/30/2024,16186901,0.025,404673,Paid
S082577,LST-82577,C006232,A1932,2/26/2024,12255767,0.028,343161,Paid
S082578,LST-82578,C011042,A2814,9/17/2024,2755948,0.028,77167,Paid
S082579,LST-82579,C008613,A3066,4/19/2024,16482252,0.023,379092,Paid
S082582,LST-82582,C042608,A3300,8/24/2024,8368515,0.03,251055,Paid
S082587,LST-82587,C038716,A2742,8/12/2024,19395467,0.03,581864,Paid
S082590,LST-82590,C035989,A1158,10/28/2024,12147474,0.028,340129,Paid
S082593,LST-82593,C033853,A1266,4/8/2024,18409725,0.025,460243,Paid
S082594,LST-82594,C027883,A1248,1/27/2024,22185028,0.022,488071,Paid
S082602,LST-82602,C015091,A2364,8/29/2024,25556153,0.022,562235,Paid
S082603,LST-82603,C035946,A1788,3/26/2024,15959062,0.022,351099,Paid
S082604,LST-82604,C021358,A0834,2/19/2024,19204227,0.022,422493,Paid
S082605,LST-82605,C000876,A0024,2/21/2024,14857940,0.025,371449,Paid
S082607,LST-82607,C026821,A2328,7/26/2024,19376287,0.022,426278,Paid
S082610,LST-82610,C023414,A2130,4/6/2024,19263573,0.025,481589,Paid
S082612,LST-82612,C028536,A3084,8/9/2024,18887039,0.025,472176,Paid
S082613,LST-82613,C049322,A1176,1/31/2024,12634579,0.028,353768,Paid
S082615,LST-82615,C006094,A1752,10/28/2024,78973939,0.022,1737427,Paid
S082616,LST-82616,C045170,A0654,10/9/2024,1373130,0.035,48060,Paid
S082617,LST-82617,C037635,A1644,10/14/2024,14383410,0.035,503419,Paid
S082618,LST-82618,C047177,A0816,4/3/2024,14668063,0.028,410706,Paid
S082620,LST-82620,C001389,A1428,8/8/2024,664941,0.022,14629,Paid
S082621,LST-82621,C005552,A1590,2/12/2024,19788454,0.022,435346,Paid
S082625,LST-82625,C026349,A3390,10/4/2024,13003914,0.023,299090,Paid
S082627,LST-82627,C030317,A0438,4/1/2024,12661706,0.023,291219,Paid
S082634,LST-82634,C041195,A2436,10/12/2024,486068,0.03,14582,Paid
S082636,LST-82636,C023468,A2328,3/14/2024,9579346,0.028,268222,Paid
S082637,LST-82637,C035500,A1446,10/19/2024,9336180,0.03,280085,Paid
S082639,LST-82639,C032674,A1374,9/13/2024,635303,0.03,19059,Paid
S082640,LST-82640,C036243,A1302,9/10/2024,17779177,0.03,533375,Paid
S082641,LST-82641,C033241,A0438,8/18/2024,16646041,0.03,499381,Paid
S082642,LST-82642,C028898,A1428,10/16/2024,12503073,0.028,350086,Paid
S082643,LST-82643,C039399,A0474,10/29/2024,8328371,0.03,249851,Paid
S082647,LST-82647,C020162,A0114,4/23/2024,16522144,0.028,462620,Paid
S082648,LST-82648,C046077,A0132,10/16/2024,4039041,0.028,113093,Paid
S082649,LST-82649,C030665,A2184,3/11/2024,10152952,0.028,284283,Paid
S082652,LST-82652,C015969,A1644,4/6/2024,16691442,0.022,367212,Paid
S082656,LST-82656,C042343,A2130,2/15/2024,106738083,0.022,2348238,Paid
S082660,LST-82660,C033166,A2832,10/13/2024,10519727,0.03,315592,Paid
S082661,LST-82661,C042570,A0078,10/20/2024,10839691,0.03,325191,Paid
S082666,LST-82666,C033775,A1860,10/17/2024,16771167,0.03,503135,Paid
S082668,LST-82668,C002386,A3120,10/16/2024,16419696,0.022,361233,Paid
S082669,LST-82669,C022437,A0564,4/18/2024,16419399,0.022,361227,Paid
S082672,LST-82672,C010767,A0672,9/3/2024,16949400,0.028,474583,Paid
S082673,LST-82673,C024798,A1914,3/28/2024,49741462,0.028,1392761,Paid
S082677,LST-82677,C002910,A2184,8/1/2024,20406437,0.022,448942,Paid
S082679,LST-82679,C038522,A2868,3/31/2024,19446980,0.03,583409,Paid
S082683,LST-82683,C038175,A3570,8/2/2024,28410071,0.03,852302,Paid
S082684,LST-82684,C035684,A0888,9/28/2024,10782817,0.03,323485,Paid
S082685,LST-82685,C036913,A2940,9/6/2024,11553034,0.03,346591,Paid
S082688,LST-82688,C023721,A1788,4/3/2024,22746129,0.025,568653,Paid
S082689,LST-82689,C001418,A3606,7/24/2024,62505765,0.022,1375127,Paid
S082694,LST-82694,C040057,A3120,8/19/2024,14379585,0.03,431388,Paid
S082695,LST-82695,C034374,A0582,8/23/2024,14587123,0.03,437614,Paid
S082697,LST-82697,C036096,A0474,10/14/2024,15643419,0.03,469303,Paid
S082701,LST-82701,C035267,A3102,8/3/2024,15554258,0.03,466628,Paid
S082706,LST-82706,C010660,A2328,8/14/2024,16650307,0.028,466209,Paid
S082707,LST-82707,C012419,A2148,9/23/2024,16579760,0.028,464233,Paid
S082708,LST-82708,C037241,A2814,3/12/2024,18975239,0.03,569257,Paid
S082710,LST-82710,C000835,A0330,8/6/2024,26993127,0.028,755808,Paid
S082712,LST-82712,C032183,A1770,2/2/2024,41562197,0.028,1163742,Paid
S082716,LST-82716,C033488,A2688,4/1/2024,22396468,0.027,604705,Paid
S082717,LST-82717,C017680,A2832,4/1/2024,26310614,0.027,710387,Paid
S082719,LST-82719,C013423,A0672,3/26/2024,26147605,0.028,732133,Paid
S082721,LST-82721,C042149,A0798,8/24/2024,58729932,0.025,1468248,Paid
S082729,LST-82729,C048952,A1266,3/6/2024,15022118,0.028,420619,Paid
S082732,LST-82732,C012590,A0168,3/15/2024,20514340,0.028,574402,Paid
S082733,LST-82733,C036123,A2364,10/15/2024,17483082,0.03,524492,Paid
S082735,LST-82735,C038900,A2616,10/2/2024,9809769,0.03,294293,Paid
S082737,LST-82737,C008991,A0906,8/4/2024,34507543,0.025,862689,Paid
S082740,LST-82740,C033643,A0654,8/9/2024,11728916,0.022,258036,Paid
S082742,LST-82742,C036475,A0474,4/5/2024,10477553,0.03,314327,Paid
S082743,LST-82743,C023312,A1320,2/14/2024,49785854,0.022,1095289,Paid
S082744,LST-82744,C033709,A2454,10/8/2024,10353815,0.03,310614,Paid
S082749,LST-82749,C014920,A0618,8/27/2024,28542326,0.022,627931,Paid
S082751,LST-82751,C019515,A0222,9/10/2024,15728098,0.022,346018,Paid
S082752,LST-82752,C038652,A2220,8/26/2024,9341159,0.03,280235,Paid
S082756,LST-82756,C006491,A3336,4/3/2024,46416302,0.022,1021159,Paid
S082759,LST-82759,C044970,A0636,3/7/2024,30555431,0.022,672219,Paid
S082764,LST-82764,C035520,A0060,9/5/2024,12484044,0.03,374521,Paid
S082765,LST-82765,C023580,A0888,3/15/2024,16365512,0.028,458234,Paid
S082766,LST-82766,C008438,A1248,4/9/2024,39805009,0.027,1074735,Paid
S082767,LST-82767,C041872,A1878,2/28/2024,46687557,0.022,1027126,Paid
S082769,LST-82769,C039441,A1266,3/31/2024,15364667,0.028,430211,Paid
S082772,LST-82772,C010209,A0258,8/7/2024,11623188,0.023,267333,Paid
S082775,LST-82775,C037697,A0906,10/24/2024,8609400,0.03,258282,Paid
S082777,LST-82777,C004008,A3606,4/23/2024,2160551,0.028,60495,Paid
S082782,LST-82782,C035603,A2544,10/6/2024,12801126,0.03,384034,Paid
S082784,LST-82784,C043813,A2436,8/26/2024,14575886,0.03,437277,Paid
S082788,LST-82788,C037466,A1356,10/18/2024,10398890,0.03,311967,Paid
S082789,LST-82789,C037544,A2832,9/26/2024,12471290,0.022,274368,Paid
S082791,LST-82791,C026050,A1500,10/27/2024,26644233,0.027,719394,Paid
S082792,LST-82792,C024737,A0456,3/4/2024,25374172,0.027,685103,Paid
S082793,LST-82793,C027206,A1644,10/13/2024,27361195,0.025,684030,Paid
